"player","g","pa","ab","r","h","x2b","x3b","hr","tb","rbi","sb","cs","sh","sf","bb","ibb","hp","so","gdp","avg","slg","obp","team","year"
"Kai, Takuya",137,454,377,42,98,15,0,11,146,43,9,4,23,3,50,0,1,114,9,0.26,0.387,0.346,"h",2019
"Kaino, Hiroshi",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Kajiya, Ren",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Kamamoto, Go",86,189,173,18,38,2,1,4,54,11,11,1,4,0,12,0,0,56,2,0.22,0.312,0.27,"h",2019
"Kasaya, Shunsuke",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Kawahara, Hiroyuki",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Kawase, Hikaru",29,37,34,1,6,0,0,0,6,1,1,1,2,0,1,0,0,5,1,0.176,0.176,0.2,"h",2019
"Kawashima, Keizo",47,88,66,14,24,5,1,1,34,8,4,1,2,2,17,0,1,9,3,0.364,0.515,0.488,"h",2019
"Kayama, Shinya",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Kuki, Ryuhei",2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333,"h",2019
"Kurihara, Ryoya",32,45,39,4,9,0,1,1,14,7,0,0,0,1,3,0,2,10,1,0.231,0.359,0.311,"h",2019
"Makihara, Taisei",114,436,409,37,99,14,2,3,126,27,10,13,12,1,10,0,4,85,2,0.242,0.308,0.267,"h",2019
"Masago, Yusuke",12,23,21,4,3,0,0,0,3,1,2,0,1,0,1,0,0,11,0,0.143,0.143,0.182,"h",2019
"Masuda, Shu",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"h",2019
"Matsuda, Nobuhiro",143,576,534,64,139,25,2,30,258,76,5,3,2,4,33,4,3,115,14,0.26,0.483,0.305,"h",2019
"Matsuda, Ryoma",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Matsumoto, Yuki",7,3,2,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0.5,1,0.5,"h",2019
"Mima, Yuki",15,22,22,4,2,1,0,1,6,1,0,0,0,0,0,0,0,5,0,0.091,0.273,0.091,"h",2019
"Mimori, Masaki",24,51,48,7,10,2,2,0,16,1,3,2,0,0,2,0,1,17,0,0.208,0.333,0.255,"h",2019
"Miranda, Ariel",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Moinelo, Livan",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Mori, Yuito",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Nakamura, Akira",44,159,139,10,34,3,1,3,48,11,0,0,3,1,15,0,1,13,0,0.245,0.345,0.321,"h",2019
"Nakata, Kenichi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Niho, Akira",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Nishida, Tetsuro",7,8,8,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.125,0.25,0.125,"h",2019
"Nomura, Daiju",2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,"h",2019
"Okumura, Masato",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Otake, Kotaro",17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"h",2019
"Senga, Kodai",26,6,6,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0.333,0.5,0.333,"h",2019
"Shiino, Arata",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Shuto, Ukyo",102,114,102,39,20,3,2,1,30,6,25,5,10,0,2,0,0,27,1,0.196,0.294,0.212,"h",2019
"Suarez, Robert",9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"h",2019
"Sugiyama, Kazuki",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Takahashi, Jumpei",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Takahashi, Rei",23,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,"h",2019
"Takata, Tomoki",93,125,115,6,18,1,0,0,19,10,2,0,6,0,3,0,1,36,1,0.157,0.165,0.185,"h",2019
"Takaya, Hiroaki",55,42,30,2,5,0,0,1,8,1,0,0,7,0,5,0,0,15,0,0.167,0.267,0.286,"h",2019
"Takeda, Shota",32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Tanaka, Seigi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Taura, Fumimaru",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Tsukada, Masayoshi",18,24,18,1,4,0,0,1,7,3,0,0,0,0,5,2,1,6,1,0.222,0.389,0.417,"h",2019
"Uchikawa, Seiichi",137,535,500,49,128,21,0,12,185,41,3,0,1,4,28,4,2,49,16,0.256,0.37,0.296,"h",2019
"Uebayashi, Seiji",99,286,258,28,50,6,2,11,93,31,10,4,6,1,18,2,3,75,2,0.194,0.36,0.254,"h",2019
"van den Hurk, Rick",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2019
"Wada, Tsuyoshi",12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,"h",2019
"Yanagita, Yuki",38,157,128,17,37,6,1,7,66,23,4,1,0,0,28,2,1,28,4,0.289,0.516,0.42,"h",2019
"Akashi, Kenji",63,172,154,20,39,9,1,2,56,17,4,2,5,1,12,0,0,32,1,0.253,0.364,0.305,"h",2020
"Balentien, Wladimir",60,218,191,16,32,7,0,9,66,22,0,1,0,2,25,1,0,59,8,0.168,0.346,0.261,"h",2020
"Bandoh, Yugo",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Despaigne, Alfredo",25,97,85,9,19,1,0,6,38,12,0,0,0,0,12,1,0,11,5,0.224,0.447,0.32,"h",2020
"Furuya, Yuto",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Gracial, Yurisbel",69,276,256,30,71,12,0,10,113,35,2,0,0,1,16,2,3,62,2,0.277,0.441,0.326,"h",2020
"Hasegawa, Yuya",29,87,76,6,17,5,0,1,25,7,0,0,0,0,10,0,1,18,2,0.224,0.329,0.322,"h",2020
"Higashihama, Nao",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Imamiya, Kenta",43,177,164,30,44,7,2,6,73,22,2,0,5,3,5,1,0,22,2,0.268,0.445,0.285,"h",2020
"Ishikawa, Shuta",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Iwasaki, Sho",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Izumi, Keisuke",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Kai, Takuya",104,360,289,44,61,15,0,11,109,33,4,4,22,3,43,0,3,80,7,0.211,0.377,0.317,"h",2020
"Kajiya, Ren",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Kamamoto, Go",32,29,26,5,5,0,0,0,5,2,3,0,0,0,3,0,0,10,1,0.192,0.192,0.276,"h",2020
"Kasaya, Shunsuke",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Kawahara, Hiroyuki",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Kawase, Hikaru",70,164,141,12,27,6,1,0,35,10,2,1,10,1,11,0,1,26,0,0.191,0.248,0.253,"h",2020
"Kawashima, Keizo",59,162,137,21,36,4,0,4,52,9,0,4,2,0,19,0,4,17,2,0.263,0.38,0.369,"h",2020
"Kayama, Shinya",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Kuki, Ryuhei",5,5,4,2,1,0,0,1,4,1,0,0,0,0,1,0,0,2,0,0.25,1,0.4,"h",2020
"Kurihara, Ryoya",118,500,440,52,107,21,3,17,185,73,5,5,11,6,38,0,5,90,7,0.243,0.42,0.307,"h",2020
"Makihara, Taisei",77,180,170,25,41,7,2,1,55,8,6,1,4,2,3,0,1,25,2,0.241,0.324,0.256,"h",2020
"Masago, Yusuke",50,41,35,9,11,2,1,1,18,6,2,2,0,0,4,0,2,11,0,0.314,0.514,0.415,"h",2020
"Matsuda, Nobuhiro",116,431,395,36,90,16,3,13,151,46,1,0,0,3,32,0,1,76,2,0.228,0.382,0.285,"h",2020
"Matsumoto, Yuki",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Mimori, Masaki",24,46,43,4,7,2,0,0,9,2,1,1,1,0,1,0,1,17,0,0.163,0.209,0.2,"h",2020
"Moinelo, Livan",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Moore, Matt",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Mori, Yuito",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Nakamura, Akira",100,413,362,43,98,13,2,6,133,50,0,0,3,6,39,0,3,47,4,0.271,0.367,0.341,"h",2020
"Niho, Akira",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Nishida, Tetsuro",36,11,11,6,1,0,0,0,1,1,2,1,0,0,0,0,0,4,0,0.091,0.091,0.091,"h",2020
"Ogata, Shuto",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Ohtake, Koutaro",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Okumura, Masato",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Senga, Koudai",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Shiino, Arata",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Shuto, Ukyo",103,346,307,48,83,8,7,1,108,27,50,6,11,2,24,0,2,79,2,0.27,0.352,0.325,"h",2020
"Sugiyama, Kazuki",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Takahashi, Rei",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Takaya, Hiroaki",33,62,52,6,13,3,0,2,22,10,0,0,4,0,4,0,2,19,0,0.25,0.423,0.328,"h",2020
"Takeda, Shota",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Tsumori, Yuki",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Uebayashi, Seiji",69,178,160,17,29,4,1,6,53,20,8,2,2,1,11,0,4,39,1,0.181,0.331,0.25,"h",2020
"Umino, Takashi",5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"h",2020
"van den Hurk, Rick",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Wada, Tsuyoshi",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Watanabe, Yuta",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2020
"Yanagimachi, Tatsuru",12,6,4,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,0.25,0.4,"h",2020
"Yanagita, Yuki",119,515,427,90,146,23,5,29,266,86,7,2,0,3,84,8,1,103,2,0.342,0.623,0.449,"h",2020
"Akashi, Kenji",57,95,84,5,17,2,0,0,19,7,1,1,0,1,9,0,1,18,1,0.202,0.226,0.284,"h",2021
"Alvarez, Dariel",12,40,37,1,6,1,0,1,10,3,0,0,0,0,3,0,0,7,1,0.162,0.27,0.225,"h",2021
"Balentien, Wladimir",22,60,55,7,10,3,0,4,25,9,0,0,0,0,5,0,0,19,2,0.182,0.455,0.25,"h",2021
"Bandoh, Yugo",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Despaigne, Alfredo",47,177,151,13,33,8,0,2,47,15,0,0,0,1,24,0,1,38,6,0.219,0.311,0.328,"h",2021
"Furuya, Yuto",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Gracial, Yurisbel",37,150,138,19,42,6,0,5,63,15,2,0,0,0,11,0,1,27,4,0.304,0.457,0.36,"h",2021
"Hasegawa, Yuya",63,112,93,10,26,6,1,3,43,19,0,0,0,2,16,4,1,16,2,0.28,0.462,0.384,"h",2021
"Higashihama, Nao",11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"h",2021
"Imamiya, Kenta",96,319,278,23,61,12,2,3,86,26,2,1,21,2,17,0,1,57,5,0.219,0.309,0.265,"h",2021
"Ishikawa, Shuta",21,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,"h",2021
"Iwasaki, Sho",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Izumi, Keisuke",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Kai, Takuya",108,378,324,33,72,12,0,9,111,37,4,6,19,2,32,0,1,119,7,0.222,0.343,0.292,"h",2021
"Kaino, Hiroshi",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Kasaya, Shunsuke",11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"h",2021
"Kawahara, Hiroyuki",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Kawase, Hikaru",12,12,10,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0.1,0.1,0.182,"h",2021
"Kawashima, Keizo",38,97,86,8,20,6,0,2,32,10,0,0,2,1,8,0,0,24,0,0.233,0.372,0.295,"h",2021
"Kayama, Shinya",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Kuki, Ryuhei",3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,"h",2021
"Kurihara, Ryoya",108,445,403,49,117,27,1,14,188,60,5,1,2,5,35,1,0,67,6,0.29,0.467,0.343,"h",2021
"Makihara, Taisei",64,149,137,29,45,4,2,2,59,13,6,1,4,0,6,0,2,22,3,0.328,0.431,0.366,"h",2021
"Martinez, Nick",14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Masago, Yusuke",77,122,112,18,28,4,1,1,37,8,1,3,2,1,6,0,1,41,0,0.25,0.33,0.292,"h",2021
"Matsuda, Nobuhiro",95,330,301,26,70,11,2,11,118,36,3,0,3,2,23,1,1,56,10,0.233,0.392,0.287,"h",2021
"Matsumoto, Yuki",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Mimori, Masaki",51,217,202,25,54,7,5,0,71,13,9,3,2,2,11,0,0,46,0,0.267,0.351,0.302,"h",2021
"Moinelo, Livan",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Mori, Yuito",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Nakamura, Akira",108,439,367,41,92,16,2,4,124,44,1,1,8,6,55,2,3,49,6,0.251,0.338,0.348,"h",2021
"Niho, Akira",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Nomura, Daiju",7,19,17,1,3,1,0,0,4,3,0,0,0,0,2,0,0,5,0,0.176,0.235,0.263,"h",2021
"Ogata, Shuto",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Ohtake, Koutaro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Ohzeki, Tomohisa",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Rea, Colin",6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"h",2021
"Satoh, Naoki",25,11,9,6,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0.182,"h",2021
"Senga, Koudai",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Shuto, Ukyo",70,188,169,24,34,1,0,3,44,5,21,5,6,0,12,0,1,49,1,0.201,0.26,0.258,"h",2021
"Stewart, Jr., Carter",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Sugiyama, Kazuki",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Sunagawa, Richard",5,21,18,4,5,0,0,2,11,8,0,0,0,1,2,0,0,7,0,0.278,0.611,0.333,"h",2021
"Takahashi, Jumpei",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Takahashi, Rei",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Takata, Tomoki",47,15,11,2,2,0,1,0,4,2,1,0,1,1,2,0,0,3,0,0.182,0.364,0.286,"h",2021
"Takaya, Hiroaki",9,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,"h",2021
"Takeda, Shota",12,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.25,0.25,0.25,"h",2021
"Tanaka, Seigi",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Tanigawara, Kenta",32,44,37,7,6,0,0,1,9,5,1,1,1,0,6,0,0,15,0,0.162,0.243,0.279,"h",2021
"Taura, Fumimaru",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Tsumori, Yuki",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Uebayashi, Seiji",30,66,62,6,12,1,1,2,21,11,2,2,0,1,3,0,0,16,1,0.194,0.339,0.227,"h",2021
"Umino, Takashi",9,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"h",2021
"Wada, Tsuyoshi",16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"h",2021
"Watanabe, Yuta",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"h",2021
"Yanagimachi, Tatsuru",6,17,15,0,3,1,0,0,4,0,0,0,1,0,1,0,0,3,1,0.2,0.267,0.25,"h",2021
"Yanagita, Yuki",108,455,398,77,120,28,1,25,225,65,4,0,0,2,51,7,4,91,4,0.302,0.565,0.385,"h",2021
"Hoffpauir, Micah",109,325,296,28,73,13,0,14,128,37,1,1,0,1,25,2,3,81,3,0.247,0.432,0.311,"f",2012
"Iiyama, Yuji",85,74,68,7,12,1,0,0,13,2,1,0,4,0,1,0,1,17,1,0.176,0.191,0.2,"f",2012
"Imanami, Takahiro",13,18,18,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.167,0.167,0.167,"f",2012
"Inaba, Atsunori",127,497,449,46,130,23,3,10,189,61,0,0,8,3,32,3,5,70,3,0.29,0.421,0.342,"f",2012
"Inui, Masahiro",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Ishii, Yuya",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Itoi, Yoshio",134,597,510,72,155,21,3,9,209,48,22,9,0,1,75,2,11,86,9,0.304,0.41,0.404,"f",2012
"Itokazu, Keisaku",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Iwadate, Manabu",24,33,31,3,4,0,0,2,10,3,0,0,1,0,0,0,1,4,0,0.129,0.323,0.156,"f",2012
"Kaneko, Makoto",103,311,277,21,63,18,0,0,81,22,1,4,17,2,15,0,0,53,2,0.227,0.292,0.265,"f",2012
"Kato, Masayoshi",20,36,28,6,4,0,0,1,7,2,0,0,3,1,4,0,0,8,0,0.143,0.25,0.242,"f",2012
"Keppel, Bobby",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Kida, Masao",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Kondo, Kensuke",20,30,26,2,5,0,0,0,5,2,0,0,1,1,2,0,0,5,1,0.192,0.192,0.241,"f",2012
"Koyano, Eiichi",134,550,478,31,109,20,1,3,140,39,6,2,40,1,27,0,4,72,8,0.228,0.293,0.275,"f",2012
"Masui, Hirotoshi",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Miyanishi, Naoki",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Molleken, Dustin",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Moriuchi, Toshiharu",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Murata, Kazuya",15,10,9,3,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0.111,0.111,0.2,"f",2012
"Nakajima, Satoshi",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Nakamura, Masaru",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Nakashima, Takuya",105,82,70,9,8,0,0,0,8,0,2,0,11,0,1,0,0,17,0,0.114,0.114,0.127,"f",2012
"Nakata, Sho",144,606,547,79,131,25,1,24,230,77,5,4,0,4,50,1,5,101,8,0.239,0.42,0.307,"f",2012
"Nemoto, Tomohisa",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Nioka, Tomohiro",65,94,85,4,30,1,0,2,37,14,0,0,0,1,7,1,1,13,3,0.353,0.435,0.404,"f",2012
"Nishikawa, Haruki",71,155,134,22,32,6,1,2,46,13,7,0,7,0,14,0,0,34,0,0.239,0.343,0.311,"f",2012
"Ono, Shota",70,159,140,7,24,4,0,2,34,11,0,2,9,0,8,0,2,30,2,0.171,0.243,0.227,"f",2012
"Saito, Yuki",19,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"f",2012
"Sakakibara, Ryo",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Sledge, Terrmel",47,152,138,12,32,7,1,5,56,23,0,0,0,0,12,0,2,47,2,0.232,0.406,0.303,"f",2012
"Sugiya, Kenshi",58,133,115,11,27,3,1,2,38,12,4,2,8,2,7,0,1,18,1,0.235,0.33,0.28,"f",2012
"Tadano, Kazuhito",18,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,"f",2012
"Takeda, Hisashi",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Takeda, Masaru",28,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"f",2012
"Tanaka, Kensuke",114,505,457,49,137,14,3,3,166,32,13,9,8,3,35,2,2,36,2,0.3,0.363,0.35,"f",2012
"Taniguchi, Yuya",4,6,5,0,2,1,0,0,3,1,0,0,1,0,0,0,0,2,0,0.4,0.6,0.4,"f",2012
"Tanimoto, Keisuke",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Tsuchiya, Kenji",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Tsuruoka, Shinya",116,328,289,22,77,10,1,0,89,25,3,2,23,1,14,0,1,41,11,0.266,0.308,0.302,"f",2012
"Uemura, Yusuke",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Ugumori, Atsushi",20,37,32,4,7,0,0,4,19,6,0,0,1,0,4,0,0,9,0,0.219,0.594,0.306,"f",2012
"Wakatake, Ryuji",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Wolfe, Brian",26,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"f",2012
"Yagi, Tomoya",13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2012
"Yang, Dai-Kang",144,599,533,71,153,28,5,7,212,55,17,6,18,5,37,1,6,123,10,0.287,0.398,0.337,"f",2012
"Yanuki, Toshiyuki",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2012
"Yoshikawa, Mitsuo",25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"f",2012
"Abreu, Michel",138,571,504,59,143,19,0,31,255,95,0,1,0,6,57,0,4,132,14,0.284,0.506,0.357,"f",2013
"Akada, Shogo",57,160,143,16,39,6,0,2,51,12,1,2,1,1,15,0,0,36,1,0.273,0.357,0.34,"f",2013
"Arakaki, Hayato",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Asanuma, Toshinori",6,4,4,3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,"f",2013
"Enoshita, Yodai",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Hoffpauir, Micah",69,163,145,13,27,3,0,5,45,15,0,0,0,0,16,1,2,53,2,0.186,0.31,0.276,"f",2013
"Iiyama, Yuji",56,29,26,6,4,1,0,0,5,1,0,0,1,1,1,0,0,9,0,0.154,0.192,0.179,"f",2013
"Imanami, Takahiro",91,150,128,11,31,4,0,0,35,14,0,1,6,3,13,0,0,11,1,0.242,0.273,0.306,"f",2013
"Inaba, Atsunori",91,285,261,25,53,16,0,3,78,24,0,0,1,1,21,0,1,48,6,0.203,0.299,0.264,"f",2013
"Inui, Masahiro",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
